,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
693,Because I'm going there now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Maybe Ateamate can join... Ateamate do you have a little icon for breakout rooms on your device?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"Yeah, I do. I do have it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,So do you see where it says you can go and breakout room 2?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,I break out to room?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,You want to go to Room 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,"Actually, the typing is just there, but it's not active. When I click on it, it's not going to any room. So I'm just told like breakout room one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"All right. OK, I'll.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,"That's what I was told, breakout room one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"Well Ateamate is in two, but alright I'm gonna go back to the other room.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"If you can join us or if Danielle can do a, assign that group. All right. Enjoy. Bye bye.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,"Bye. All right. So. OK. So we also had Paul. Paul, can you hear us?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Ah You can't you can't hear us clearly OK.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Hi. I can get you clearly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,OK. All right. But you are here with us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,I can now get you clearly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,"Oh, you can. That's awesome. That's awesome. Yeah. So sometimes it helps...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"Yeah. Good. Good. OK. So I think yeah. So just to, just to go back. I think we had some great ideas in the room. Maybe we can talk about them in more detail and also provide feedback, you know, some inputs and also maybe some ideas on how we can work together on some of these ideas. Right? So would anyone like to start off and kind of go deeper into their ideas?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
711,"I was just wondering, is there any way we could, like, create, like, a slack group chat or outlook email group or something so we can all communicate our ideas? Is that possible?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
712,"Yeah, I think that would be great. So we can definitely create a Slack channel. Right. With, we can create a Slack channel with the folks in this in this breakout room and that could be done after the meeting is over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,"That sounds OK? With everyone? Yeah? Nice. So let's let's definitely do that. So in terms of project ideas, does anyone want to start?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
714,Joe wanted to start.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,"Nice. Thank you, Joe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,"Hi. I just wanted um, like an idea that has to do with ocean pollution and how we could prevent that. I know that would also tie into climate change, which are some other people's ideas. So.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
717,"Right. And in terms of cleaning up the ocean pollution, did you have any specific approaches or ideas into that?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
718,"Well, I can't think of any off the top of my head. I know recently there was ocean cleanup. They used a certain piece of technology and I don't know how to explain it, but I guess I could talk about in the group chat more for more feedback.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
719,"Yeah, yeah, yeah. Any any ideas from around the room here?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,"Maybe just a quick question for you, like why do you think that challenge exist?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721,To clean up the ocean?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,"Well, it's affecting our environment and it's kind of hard because we've been polluting the ocean for so long. So there's so much trash within the ocean. So it's hard to get all that out and people are still polluting even if they don't mean to do it directly. Some of the products are using.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723,"Not Just trash but chemicals, which.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"If you study animals, how ocean animals, filter the water,(inaudible).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,"Um, my mom was talking. Did you guys hear that or no?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,"(everyone makes wavering hand motions) I mean, if yeah, if you can, If you can repeat that, that would be great. Or try to summarize it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,I'll type it in the chat. Is that okay?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Just say it. OK.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"My mom suggested using animals. So biomimicry, how they filter out all of the toxic waste and still manage to survive. So that was her idea. So that's biomimicry and the Ocean pollution together.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
730,Hm. Excellent. I think that's a great idea. Any any other?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
731,So maybe we can go next.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,"So I have this amazing ladies here. So what what we heard, what they were thinking about was creating the solution to reduce on littering in the school. So there was an idea around making, um, throwing of litter into the bins, fun for the kids. So this could be maybe through making the bins look like  basketball rims or something. Or maybe they light up or they sing or a song when litter goes in, especially for the very young kids. So just making the whole idea of of reducing littering fun in the school. So I think that's what the girls are thinking about.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
733,"I, I personally think that's it's a fantastic idea to always, I mean, incorporating play into everyday activities is it's it's always something that's helpful. I feel like and especially in and especially like you said, for young kids to develop the habit of of cleaning up. And I think that's a great idea. Well, any any other? Yeah. Yeah.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
734,"I can add something. Marsden can, can the girls, can they tell us like who thought of that idea?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Can they talk to us? Can they stand up and talk to us?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736,So we have Petra.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,It's a merge of ideas. Yep. So Petra.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,"Was this your idea, Petra?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Tell me about it. What did you think of?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"I thought sometimes when I go to the supermarket on the roads, I see rubbish so, I was just thinking of how to reduce that rubbish.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
741,"OK, anything else? Did anybody help you, any other ladies? Do either Ashley or Ashley want to join in and tell us what they thought? Do you like that idea?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Why? Tell me one thing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,"What's your name? No, stand up. What's your name?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,My name is Ashley Wanjeku.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,OK. And what did you think of her idea?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"I liked it because it was helping our area and people are pleased to try and live with a clean, clean area. It helps the, it helps the community.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
747,"OK, great. OK, great. And then would anybody else, the other Ashley, do want to join in and tell us what you think?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
748,"I like this idea because it helps people like. It helps us to stay a clean place, as Ashley has said. And I also like the idea of the Basketball bin because people would like help, like they would make the place clean and people wouldn't be littering.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
749,Do you think the kids would like that?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
750,"How many kids go to your school? A lot of kids, like 100 kids?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,So how are you going to set up the basketball or how are you going to set that up for everybody? That's a lot of kids to shoot in the baskets.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
752,"Maybe we can think about that, how we would set it up and you could draw a picture of what it would look like at your school.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,"I was thinking, I was thinking like in every class. They have their own trashbin. And like the basketball rings should be decorated with colors. So like every time they go, they dance, their rubbish was (inaudible) the dust bin.  To maybe to start singing or colors to start forming around. Yeah. (inaudible) Because they learn how to recycle.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
754,"Excellent, excellent leadership thinking. Very good. All right. That's. That's excellent job, anybody else want to add anything from that group?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
755,What's your name? What's your name?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,"Carla. Go ahead, Carla.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,"I think that this, the idea is good because it's a fun way to get the environment clean and the job done.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
758,"Excellent. Thank you so much for sharing, this was perfect. That's exactly what we wanted. So very nice sharing. Keep thinking. Good job.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,Yeah. Any other ideas from around the room about this idea?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,"I think that was a really great idea. Because me and Emily are part of key club and we usually just go to service events and, you know, clean up, go to beach cleanups, street planning, but we've never thought of actually turning it into something fun. And so I thought that was like really great idea.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
761,"Thank you, Jennifer. Perfect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"Usually when we attend like beach cleanups, once we're done, they collect like all of the trash that we picked up and they like they weigh it so that they can have like how much like we got to clean up. And then that's something that maybe Joe can use for his like research too, like conducting beach cleanups or like any like community cleanups and like measuring how much trash they picked up.",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
763,Yeah thank you Emily. And a question. So when they weigh it. Did they give out prizes to whoever collected the most?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"Yeah. They don't. But it could be something that can like, we can use to motivate like the students or the people who come out to like, do the beach cleanups. It's something that they can like. Yeah. Like something that can motivate them to do it.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,"Maybe win like a coffee card or a Starbucks card or a treat card or something. (laughing) I'm kidding. So... New York, do you, does anybody else want to join in? Patrick, do you have anything you want to say?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
766,"Unmute, you have to unmute yourself. Patrick's talking, but I think he needs to unmute himself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,I'm back here. I just need to uh (inaudible),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
768,Can you raise your microphone? We can't hear you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Can you guys hear me now?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,"Good. Good. So I've just joined this group, I was in the other group, so but I've only had the last sections of of the ideas that are coming from the students. So I'm looking forward to getting to learn more about what the discussions were like because I missed out the first bit of it. I was in the other group, which is also doing some good work.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
771,"Nice, good to have you with us.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
772,"I am seeing actually an idea that Paul had written in the chats. Paul, do you want to kind of tell us about it?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
773,"It said, 'I have an idea of creating a software that detects the amount of carbon dioxide or carbon(inaudible). I think I guess it's carbon dioxide in the environment and suggests the best methods to //curb these bites and ads// to Internet users. And Paul, I don't know if you're...",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
774,Is Paul on this call?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Paul has sent a message. And he said he’s about to -,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"He's having problems. OK. All right. So that, so, so Paul is having some Internet connection issues right now. But so within the chat, he's, that's his idea. I guess we can continue around his idea in our Slack channel. And Patrick, if you wouldn't mind. There's some background noise if you wouldn't mind muting your microphone. That would be awesome.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Thank you. Alright. Thank you so much. Any other ideas? So how about from our folks at uh in Long Beach?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
778,"Also, like part of the like the ocean pollution. There's also like air pollution. And here in Long Beach. Like at the school that we attend to. Right behind it, there's oil refineries and. Well, we have the highest like air pollution here in our area because of the oil refineries. And I was wondering if anyone has like suggestions for like doing like service service events that can help reduce air pollution.",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
779,"Yeah. It's a big issue. We we're having some fires in Los Angeles right now and the air quality right now outside just out out here, it's pretty bad. There's smoke everywhere. So any any thoughts on air pollution and how we can reduce them? I guess it connects directly to what Paul was mentioning, right? In his in his chat.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
